# k             sigma       delta     v       da        db       vsr       u   t_trans   itmax    nmax    dt       dx     
  0.0280     0.00814406    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0295     0.00844369    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.00866388    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0325     0.00879705    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0340     0.00883616    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0355     0.00877472    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0370     0.00860662    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00832631    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0400     0.00792872    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0415     0.00740919    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0430     0.00676337    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0445     0.00598742    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460     0.00507779    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0475     0.00403129    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0490     0.00284498    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0505     0.00151630    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0520     0.00004290    0.200  150.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0010     0.00003880    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0025     0.00024079    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0040     0.00060929    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0055     0.00113275    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0070     0.00179504    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0085     0.00257619    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0100     0.00345325    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0115     0.00440115    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0130     0.00539373    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0145     0.00640429    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0160     0.00740634    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0175     0.00837413    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0190     0.00928308    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0205     0.01011004    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0220     0.01083347    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0235     0.01143352    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0250     0.01189203    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0265     0.01219259    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0280     0.01232032    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0295     0.01226201    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0310     0.01200590    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0325     0.01154145    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0340     0.01085949    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0355     0.00995195    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0370     0.00881176    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0385     0.00743281    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0400     0.00580983    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0415     0.00393825    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0430     0.00181425    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0445    -0.00056543    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0460    -0.00320352    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0475    -0.00610229    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0490    -0.00926349    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0505    -0.01268860    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
  0.0520    -0.01637875    0.200  200.000    1.000    5.000    1.000   25.000     99     799999    600  0.00050  1.00000
 
  0.0010     0.00010436    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0025     0.00064818    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0040     0.00164189    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0055     0.00305753    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0070     0.00485645    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0085     0.00699261    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0100     0.00941462    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0115     0.01206859    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0130     0.01489977    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0145     0.01785528    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0160     0.02088492    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0175     0.02394149    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0190     0.02698232    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0205     0.02996905    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0220     0.03286701    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0235     0.03564614    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0250     0.03828007    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0265     0.04074605    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0280     0.04302416    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0295     0.04509781    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0310     0.04695284    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0325     0.04857736    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0340     0.04996159    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0355     0.05109740    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0370     0.05197813    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0385     0.05259866    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0400     0.05295502    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0415     0.05304420    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0430     0.05286413    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0445     0.05241346    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0460     0.05169152    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0475     0.05069821    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0490     0.04943391    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0505     0.04789941    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0520     0.04609585    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0010     0.00009940    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0025     0.00061525    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0040     0.00155633    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0055     0.00289346    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0070     0.00458686    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0085     0.00658876    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0100     0.00884632    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0115     0.01130427    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0130     0.01390713    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0145     0.01660110    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0160     0.01933536    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0175     0.02206296    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0190     0.02474127    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0205     0.02733199    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0220     0.02980123    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0235     0.03211931    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0250     0.03426045    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0265     0.03620245    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0280     0.03792635    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
 
  0.0510     0.04732806    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0525     0.04543511    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0540     0.04327508    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0555     0.04084971    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0570     0.03816089    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0585     0.03521073    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0600     0.03200150    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0615     0.02853556    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0630     0.02481522    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0645     0.02084293    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0660     0.01662115    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0675     0.01215237    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0690     0.00743908    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0705     0.00248375    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0720    -0.00271114    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0735    -0.00814317    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0750    -0.01381000    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0765    -0.01970920    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0780    -0.02583834    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0795    -0.03219524    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0810    -0.03877766    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0825    -0.04558344    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0840    -0.05261046    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0855    -0.05985667    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0870    -0.06732006    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0885    -0.07499868    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0900    -0.08289068    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0915    -0.09099427    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0930    -0.09930758    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0945    -0.10782886    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0960    -0.11655652    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0975    -0.12548897    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.0990    -0.13462466    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1005    -0.14396209    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1020    -0.15349982    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1035    -0.16323648    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1050    -0.17317071    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1065    -0.18330124    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1080    -0.19362683    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1095    -0.20414633    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1110    -0.21485850    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000
  0.1125    -0.22576219    0.050  250.000    1.000   20.000    2.500   25.000     99     799999    800  0.00050  1.00000

  0.0251     0.03439634    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0266     0.03632436    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0281     0.03803311    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0296     0.03950671    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0311     0.04073180    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0326     0.04169727    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0341     0.04239399    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0356     0.04281453    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0371     0.04295297    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0386     0.04280468    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0401     0.04236616    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0416     0.04163488    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0431     0.04060915    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0446     0.03928802    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0461     0.03767112    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0476     0.03575864    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0491     0.03355118    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0506     0.03104975    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0521     0.02825568    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0536     0.02517053    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0551     0.02179613    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0566     0.01813444    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0581     0.01418759    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0596     0.00995783    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0611     0.00544747    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0626     0.00065891    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0641    -0.00440542    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0656    -0.00974307    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0671    -0.01535156    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0686    -0.02122844    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0701    -0.02737124    0.100  250.000    1.000   10.000    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0001     0.00000090    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0016     0.00021283    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0031     0.00079092    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0046     0.00171377    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0061     0.00294821    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0076     0.00445147    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0091     0.00617434    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0106     0.00806373    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0121     0.01006497    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0136     0.01212437    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0151     0.01419031    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0166     0.01621475    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0181     0.01815352    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0196     0.01996699    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0211     0.02161969    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0226     0.02308066    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0241     0.02432262    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0256     0.02532225    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0271     0.02605934    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0286     0.02651695    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0301     0.02668055    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0316     0.02653811    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0331     0.02607977    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0346     0.02529730    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0361     0.02418405    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0376     0.02273487    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0391     0.02094576    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0406     0.01881368    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0421     0.01633648    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0436     0.01351282    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0451     0.01034201    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0466     0.00682391    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0481     0.00295883    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0496    -0.00125250    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0511    -0.00580903    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0526    -0.01070942    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0541    -0.01595209    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0556    -0.02153527    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0571    -0.02745704    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
  0.0586    -0.03371534    0.150  250.000    1.000    6.667    2.000   25.000     99     799999    800  0.00050  1.00000
 
  0.0001     0.00000095    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0016     0.00016517    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0031     0.00061158    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0046     0.00131934    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0061     0.00225609    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0076     0.00338046    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0091     0.00464467    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0106     0.00599714    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0121     0.00738526    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0136     0.00875694    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0151     0.01006248    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0166     0.01125564    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0181     0.01229409    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0196     0.01313965    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0211     0.01375844    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0226     0.01412069    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0241     0.01420040    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0256     0.01397533    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0271     0.01342624    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0286     0.01253686    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0301     0.01129348    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0316     0.00968460    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0331     0.00770071    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0346     0.00533411    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0361     0.00257844    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0376    -0.00057125    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0391    -0.00411886    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0406    -0.00806727    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0421    -0.01241853    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0436    -0.01717399    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0451    -0.02233444    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0466    -0.02790004    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0481    -0.03387057    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0496    -0.04024541    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0511    -0.04702364    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0526    -0.05420407    0.200  250.000    1.000    5.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0001     0.00000018    0.250  250.000    1.000    4.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0016     0.00011327    0.250  250.000    1.000    4.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0031     0.00041865    0.250  250.000    1.000    4.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0046     0.00089638    0.250  250.000    1.000    4.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0061     0.00151561    0.250  250.000    1.000    4.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0076     0.00223672    0.250  250.000    1.000    4.000    1.200   25.000     99     799999    800  0.00050  1.00000
  0.0091     0.00301399    0.250  250.000    1.000    4.000    1.200   25.000     99     799999    800  0.00050  1.00000
